,05_46,05_00,04_13,03_26,02_39,01_52,01_05,00_19
6552.808399419654,0.8516642957843857,1.1680826912959799,1.0326657943015818,1.0243166363170713,0.969680412259881,0.7980589833980115,0.8750869870797469,0.7444643161227129
6552.82605112357,0.9162768899477569,1.1971801808547446,1.0349577472364277,0.9680362567978635,0.9975378325854047,0.8289148457949527,0.9352672339162742,0.8114342237699085
6552.843702827486,1.2801091424709348,1.3884248935088754,0.7046208792618323,0.7906888397589463,0.9702949576752228,1.1799421317571293,0.964704984433493,1.0102868104178553
6552.861354531402,0.9783984795834797,1.358221247203165,0.6895545353533086,0.8940957796475842,1.007048628832702,1.2284644192582703,0.9372225415270607,1.025935058767651
6552.879006235318,1.0,1.2628383678287203,0.7594073171310796,1.0872691573850797,1.0650061576401317,1.1980912567219901,0.8881158144552191,0.9878644970792229
6552.8966579392345,1.0541097436108364,1.1806581249324655,0.8619406532812833,0.9199375411766446,0.7790203246448608,0.9815546216973461,0.9349539217536561,1.099205673092783
6552.914309643151,1.1483518576346694,1.0188424656544393,0.9729197931835954,0.9334836054334924,0.8213687468247636,0.8916841052291181,0.923380785450831,1.0685166632492684
6552.931961347067,0.825403799536271,0.739753937571568,1.1315325170479644,1.12079142388582,1.2127540142723086,0.8906785054374774,0.8427675788091398,0.8849344957083483
6552.949613050983,0.8801614290013398,0.754660942720949,1.0089147483691205,1.02476848670118,1.0670959214543487,0.9918588272436901,0.9527675559632721,0.9168749226563659
6552.9672647549,0.947028660771296,0.793401573536469,0.9486655356998296,0.9537577758962763,1.0129043934296016,1.0702706918275795,1.0172921992934634,0.9697442675127145
6552.984916458816,1.0977806788749942,0.9460067526103974,1.0822070193956848,0.9351465656922583,1.2854879545633122,1.099652023463591,0.9246317045704641,1.127857229855237
6553.002568162732,1.0307772443747671,0.9048735611082986,1.1217278279461416,0.9875741517557253,1.1877434274581404,1.0493225826804673,0.9879393803885296,1.0875696583169165
6553.020219866648,0.9414392881016613,0.8438916538736179,1.1473948718372515,1.0553634986256386,1.0232036785975802,0.9921636650890119,1.0667562551467344,1.0130872703591032
6553.037871570565,1.1323156207724334,1.038588911812464,1.1303247333500253,1.1320628087162194,1.0,1.1426644395348495,0.9890536514595707,0.9058216638148532
